,DEPT,GR_ARC,P28H_UNC,RHOB,TNPH,kmeans
8545,1527.35,71.69,1.49,1.99,0.33,3
8546,1527.51,73.78,1.75,2.18,0.36,1
8547,1527.66,77.02,1.57,2.37,0.37,1
8548,1527.81,76.34,1.49,2.39,0.34,1
8549,1527.96,78.09,1.4,2.39,0.33,1
8550,1528.11,80.13,1.35,2.38,0.32,1
8551,1528.27,83.54,1.33,2.39,0.32,1
8552,1528.42,83.66,1.36,2.38,0.32,1
8553,1528.57,81.44,1.41,2.39,0.3,1
8554,1528.72,81.15,1.41,2.4,0.3,1
8555,1528.88,78.26,1.48,2.4,0.29,1
8556,1529.03,75.14,1.67,2.38,0.29,1
8557,1529.18,73.78,1.67,2.36,0.28,2
8558,1529.33,74.29,1.48,2.38,0.29,1
8559,1529.49,77.48,1.45,2.38,0.31,1
8560,1529.64,74.99,1.46,2.39,0.33,1
8561,1529.79,75.21,1.43,2.39,0.34,1
8562,1529.94,77.6,1.37,2.39,0.36,1
8563,1530.1,79.86,1.41,2.37,0.37,1
8564,1530.25,80.76,1.39,2.35,0.36,1
8565,1530.4,78.43,1.3,2.35,0.34,1
8566,1530.55,79.96,1.33,2.39,0.34,1
8567,1530.71,76.4,1.46,2.38,0.36,1
8568,1530.86,75.21,1.46,2.41,0.37,1
8569,1531.01,74.65,1.36,2.38,0.37,1
8570,1531.16,76.4,1.36,2.39,0.34,1
8571,1531.32,80.32,1.39,2.37,0.33,1
8572,1531.47,81.05,1.32,2.37,0.31,1
8573,1531.62,87.23,1.34,2.36,0.32,1
8574,1531.77,81.49,1.53,2.36,0.33,1
8575,1531.92,77.53,1.62,2.37,0.34,1
8576,1532.08,69.19,1.7,2.39,0.32,1
8577,1532.23,69.92,1.54,2.38,0.31,1
8578,1532.38,70.87,1.36,2.37,0.3,1
8579,1532.53,73.66,1.38,2.34,0.32,1
8580,1532.69,72.42,1.56,2.36,0.32,1
8581,1532.84,66.51,1.6,2.38,0.33,1
8582,1532.99,61.17,1.54,2.4,0.32,1
8583,1533.14,60.49,1.37,2.39,0.31,1
8584,1533.3,63.74,1.3,2.38,0.31,1
8585,1533.45,68.34,1.3,2.38,0.36,1
8586,1533.6,74.07,1.32,2.39,0.37,1
8587,1533.75,78.26,1.36,2.38,0.38,1
8588,1533.91,80.54,1.32,2.37,0.35,1
8589,1534.06,77.94,1.18,2.38,0.35,1
8590,1534.21,76.86,1.17,2.38,0.35,1
8591,1534.36,75.16,1.24,2.39,0.36,1
8592,1534.52,78.5,1.43,2.37,0.35,1
8593,1534.67,82.46,1.44,2.36,0.36,1
8594,1534.82,84.27,1.38,2.36,0.36,1
8595,1534.97,80.3,1.33,2.37,0.35,1
8596,1535.13,76.05,1.42,2.39,0.34,1
8597,1535.28,72.59,1.58,2.39,0.34,1
8598,1535.43,71.11,1.54,2.4,0.33,1
8599,1535.58,72.3,1.46,2.4,0.33,1
8600,1535.73,71.96,1.45,2.41,0.32,1
8601,1535.89,73.05,1.56,2.41,0.3,1
8602,1536.04,72.95,1.66,2.41,0.3,1
8603,1536.19,76.97,1.68,2.42,0.28,2
8604,1536.34,75.88,1.75,2.42,0.33,1
8605,1536.5,71.55,1.79,2.42,0.31,1
8606,1536.65,66.34,1.8,2.43,0.28,2
8607,1536.8,65.66,1.63,2.42,0.28,2
8608,1536.95,68.17,1.45,2.4,0.27,2
8609,1537.11,71.11,1.46,2.4,0.29,1
8610,1537.26,73.27,1.59,2.42,0.29,1
8611,1537.41,75.71,1.56,2.43,0.31,1
8612,1537.56,76.22,1.46,2.41,0.33,1
8613,1537.72,77.87,1.51,2.41,0.36,1
8614,1537.87,79.01,1.52,2.39,0.36,1
8615,1538.02,80.76,1.43,2.41,0.34,1
8616,1538.17,82.86,1.51,2.4,0.34,1
8617,1538.33,83.25,1.55,2.42,0.33,1
8618,1538.48,83.83,1.56,2.41,0.34,1
8619,1538.63,81.89,1.45,2.41,0.33,1
8620,1538.78,82.51,1.57,2.4,0.32,1
8621,1538.94,81.94,1.56,2.38,0.29,1
8622,1539.09,85.29,1.56,2.4,0.31,1
8623,1539.24,83.64,1.61,2.4,0.31,1
8624,1539.39,83.37,1.58,2.43,0.33,1
8625,1539.54,80.93,1.58,2.41,0.32,1
8626,1539.7,78.55,1.66,2.42,0.33,1
8627,1539.85,77.97,1.66,2.4,0.31,1
8628,1540.0,76.73,1.61,2.4,0.29,1
8629,1540.15,77.46,1.5,2.4,0.29,1
8630,1540.31,78.89,1.59,2.4,0.3,1
8631,1540.46,79.45,1.69,2.41,0.31,1
8632,1540.61,82.17,1.38,2.39,0.31,1
8633,1540.76,84.05,1.3,2.4,0.32,1
8634,1540.92,85.36,1.37,2.4,0.34,1
8635,1541.07,87.42,1.33,2.43,0.35,1
8636,1541.22,85.32,1.31,2.43,0.34,1
8637,1541.37,83.04,1.41,2.44,0.32,1
8638,1541.53,77.41,1.44,2.43,0.32,1
8639,1541.68,74.45,1.38,2.43,0.32,1
8640,1541.83,75.64,1.32,2.44,0.32,1
8641,1541.98,79.04,1.36,2.44,0.35,1
8642,1542.14,81.71,1.39,2.44,0.33,1
8643,1542.29,82.17,1.36,2.44,0.33,1
8644,1542.44,80.08,1.27,2.45,0.32,1
8645,1542.59,79.23,1.24,2.44,0.34,1
8646,1542.75,78.94,1.23,2.45,0.34,1
8647,1542.9,81.03,1.23,2.44,0.34,1
8648,1543.05,80.81,1.29,2.45,0.33,1
8649,1543.2,82.0,1.27,2.44,0.35,1
8650,1543.35,82.07,1.25,2.43,0.36,1
8651,1543.51,84.0,1.3,2.43,0.36,1
8652,1543.66,83.6,1.3,2.43,0.34,1
8653,1543.81,83.09,1.29,2.43,0.32,1
8654,1543.96,82.7,1.29,2.41,0.31,1
8655,1544.12,81.56,1.32,2.41,0.31,1
8656,1544.27,78.96,1.46,2.42,0.3,1
8657,1544.42,76.57,1.55,2.43,0.31,1
8658,1544.57,74.43,1.53,2.43,0.33,1
8659,1544.73,72.95,1.49,2.42,0.33,1
8660,1544.88,72.32,1.47,2.41,0.33,1
8661,1545.03,73.22,1.51,2.39,0.3,1
8662,1545.18,75.09,1.49,2.38,0.32,1
8663,1545.34,75.48,1.43,2.39,0.31,1
8664,1545.49,74.24,1.47,2.41,0.32,1
8665,1545.64,71.06,1.55,2.41,0.31,1
8666,1545.79,68.79,1.52,2.39,0.31,1
8667,1545.95,68.11,1.47,2.39,0.31,1
8668,1546.1,69.37,1.46,2.41,0.31,1
8669,1546.25,68.98,1.48,2.42,0.32,1
8670,1546.4,69.32,1.5,2.43,0.32,1
8671,1546.56,70.05,1.49,2.43,0.32,1
8672,1546.71,70.11,1.47,2.43,0.32,1
8673,1546.86,67.26,1.39,2.44,0.31,1
8674,1547.01,62.38,1.33,2.43,0.33,1
8675,1547.16,60.33,1.3,2.41,0.33,1
8676,1547.32,61.41,1.34,2.4,0.35,1
8677,1547.47,65.78,1.25,2.39,0.33,1
8678,1547.62,71.11,1.19,2.4,0.34,1
8679,1547.77,76.05,1.2,2.41,0.34,1
8680,1547.93,78.94,1.16,2.41,0.35,1
8681,1548.08,77.8,1.18,2.42,0.33,1
8682,1548.23,74.23,1.21,2.42,0.3,1
8683,1548.38,72.74,1.15,2.42,0.31,1
8684,1548.54,74.62,1.08,2.41,0.34,1
8685,1548.69,77.07,1.06,2.4,0.36,1
8686,1548.84,77.63,1.13,2.4,0.37,1
8687,1548.99,76.73,1.18,2.42,0.35,1
8688,1549.15,77.39,1.26,2.42,0.34,1
8689,1549.3,78.87,1.29,2.43,0.34,1
8690,1549.45,79.28,1.25,2.42,0.35,1
8691,1549.6,76.23,1.22,2.44,0.36,1
8692,1549.76,74.65,1.25,2.44,0.35,1
8693,1549.91,77.65,1.31,2.43,0.35,1
8694,1550.06,81.73,1.24,2.43,0.37,1
8695,1550.21,84.34,1.15,2.43,0.37,1
8696,1550.37,82.92,1.13,2.45,0.39,1
8697,1550.52,80.08,1.18,2.43,0.39,1
8698,1550.67,78.33,1.09,2.42,0.39,1
8699,1550.82,79.57,1.04,2.37,0.39,1
8700,1550.97,83.14,1.08,2.37,0.36,1
8701,1551.13,86.43,1.15,2.36,0.35,1
8702,1551.28,87.28,1.16,2.4,0.36,1
8703,1551.43,87.57,1.12,2.42,0.36,1
8704,1551.58,85.65,1.08,2.42,0.38,1
8705,1551.74,83.14,1.15,2.4,0.37,1
8706,1551.89,80.13,1.39,2.4,0.36,1
8707,1552.04,78.43,1.34,2.42,0.35,1
8708,1552.19,78.72,1.19,2.43,0.35,1
8709,1552.35,82.91,1.11,2.42,0.35,1
8710,1552.5,85.8,1.11,2.41,0.34,1
8711,1552.65,87.21,1.25,2.41,0.35,1
8712,1552.8,84.66,1.45,2.41,0.34,1
8713,1552.96,80.34,1.33,2.42,0.33,1
8714,1553.11,79.26,1.29,2.41,0.33,1
8715,1553.26,79.21,1.32,2.44,0.34,1
8716,1553.41,80.98,1.34,2.44,0.34,1
8717,1553.57,80.35,1.27,2.45,0.35,1
8718,1553.72,79.96,1.31,2.43,0.34,1
8719,1553.87,78.43,1.39,2.39,0.31,1
8720,1554.02,73.44,1.54,2.42,0.29,1
8721,1554.18,68.28,1.86,2.46,0.28,2
8722,1554.33,62.26,2.25,2.52,0.27,0
8723,1554.48,58.75,2.58,2.5,0.26,0
8724,1554.63,54.09,2.4,2.5,0.24,0
8725,1554.78,51.43,2.35,2.5,0.23,0
8726,1554.94,48.37,2.6,2.52,0.24,0
8727,1555.09,47.74,2.79,2.5,0.24,0
8728,1555.24,52.73,2.56,2.48,0.26,0
8729,1555.39,58.85,2.4,2.46,0.26,0
8730,1555.55,61.48,2.28,2.45,0.26,2
8731,1555.7,58.24,2.27,2.47,0.24,0
8732,1555.85,53.41,2.5,2.5,0.23,0
8733,1556.0,48.64,2.72,2.52,0.22,0
8735,1556.31,38.33,2.97,2.52,0.21,0
8736,1556.46,40.54,2.66,2.48,0.22,0
8737,1556.61,48.98,1.99,2.47,0.25,0
8738,1556.77,57.56,1.63,2.46,0.27,2
8739,1556.92,61.94,1.6,2.45,0.28,2
8740,1557.07,62.56,1.66,2.47,0.28,2
8741,1557.22,59.55,1.51,2.48,0.28,2
8742,1557.38,54.89,1.65,2.48,0.29,2
8743,1557.53,50.41,1.73,2.47,0.29,2
8744,1557.68,49.61,1.62,2.46,0.3,2
8745,1557.83,56.37,1.56,2.45,0.31,2
8746,1557.99,62.6,1.53,2.43,0.31,1
8747,1558.14,66.8,1.62,2.43,0.3,2
8748,1558.29,63.18,1.92,2.43,0.29,2
8749,1558.44,59.04,1.84,2.46,0.28,2
8750,1558.59,51.99,1.87,2.47,0.28,2
8751,1558.75,47.57,1.82,2.46,0.28,2
8752,1558.9,48.59,1.68,2.43,0.28,2
8753,1559.05,54.33,1.49,2.42,0.28,2
8754,1559.2,59.09,1.44,2.43,0.29,2
8755,1559.36,61.94,1.44,2.44,0.28,2
8756,1559.51,63.36,1.57,2.46,0.29,2
8757,1559.66,61.2,2.0,2.49,0.29,2
8758,1559.81,55.86,2.13,2.49,0.28,2
8759,1559.97,50.9,1.93,2.48,0.27,2
8760,1560.12,51.47,2.22,2.47,0.27,0
8761,1560.27,49.54,2.37,2.48,0.27,0
8762,1560.42,46.21,2.52,2.48,0.28,0
8763,1560.58,44.56,2.36,2.48,0.27,0
8764,1560.73,49.2,1.68,2.48,0.27,2
8765,1560.88,56.52,1.51,2.46,0.28,2
8766,1561.03,62.21,1.43,2.44,0.3,1
8767,1561.19,62.79,1.31,2.44,0.31,1
8768,1561.34,61.99,1.32,2.46,0.32,1
8769,1561.49,57.44,1.45,2.47,0.32,1
8770,1561.64,55.62,1.54,2.46,0.3,2
8771,1561.8,57.83,1.54,2.45,0.29,2
8772,1561.95,61.46,1.52,2.45,0.29,2
8773,1562.1,64.23,1.69,2.46,0.29,2
8774,1562.25,60.73,1.82,2.47,0.3,2
8775,1562.4,59.21,1.65,2.46,0.31,2
8776,1562.56,59.72,1.46,2.44,0.32,1
8777,1562.71,66.68,1.36,2.44,0.32,1
8778,1562.86,73.32,1.33,2.44,0.32,1
8779,1563.01,74.57,1.38,2.43,0.32,1
8780,1563.17,74.0,1.37,2.44,0.35,1
8781,1563.32,74.57,1.27,2.43,0.36,1
8782,1563.47,78.38,1.25,2.44,0.37,1
8783,1563.62,78.89,1.29,2.45,0.35,1
8784,1563.78,77.63,1.28,2.45,0.34,1
8785,1563.93,75.3,1.26,2.45,0.33,1
8786,1564.08,76.15,1.26,2.44,0.34,1
8787,1564.23,76.95,1.21,2.42,0.34,1
8788,1564.39,76.78,1.2,2.4,0.36,1
8789,1564.54,79.06,1.18,2.39,0.35,1
8790,1564.69,80.13,1.15,2.41,0.35,1
8791,1564.84,82.75,1.15,2.41,0.35,1
8792,1565.0,82.06,1.16,2.42,0.37,1
8793,1565.15,80.54,1.16,2.42,0.36,1
8794,1565.3,80.93,1.22,2.41,0.35,1
8795,1565.45,77.94,1.34,2.42,0.34,1
8796,1565.61,80.3,1.35,2.42,0.33,1
8797,1565.76,80.01,1.23,2.41,0.34,1
8798,1565.91,81.48,1.21,2.39,0.33,1
8799,1566.06,78.6,1.2,2.4,0.35,1
8800,1566.21,78.77,1.28,2.42,0.35,1
8801,1566.37,76.51,1.41,2.45,0.34,1
8802,1566.52,74.85,1.48,2.47,0.31,1
8803,1566.67,72.81,1.36,2.47,0.3,1
8804,1566.82,73.15,1.35,2.47,0.32,1
8805,1566.98,71.16,1.36,2.47,0.33,1
8806,1567.13,67.59,1.51,2.47,0.33,1
8807,1567.28,66.8,1.51,2.45,0.32,1
8808,1567.43,70.11,1.43,2.43,0.3,1
8809,1567.59,70.67,1.36,2.42,0.32,1
8810,1567.74,69.87,1.36,2.43,0.33,1
8811,1567.89,68.95,1.36,2.43,0.33,1
8812,1568.04,73.27,1.38,2.43,0.33,1
8813,1568.2,77.24,1.38,2.43,0.33,1
8814,1568.35,77.87,1.41,2.44,0.34,1
8815,1568.5,75.54,1.47,2.43,0.33,1
8816,1568.65,75.76,1.37,2.42,0.34,1
8817,1568.81,79.62,1.41,2.42,0.35,1
8818,1568.96,86.14,1.34,2.45,0.35,1
8819,1569.11,87.16,1.36,2.46,0.35,1
8820,1569.26,87.66,1.39,2.46,0.36,1
8821,1569.42,84.93,1.36,2.44,0.35,1
8822,1569.57,85.78,1.31,2.44,0.36,1
8823,1569.72,84.71,1.35,2.44,0.35,1
8824,1569.87,84.22,1.35,2.44,0.36,1
8825,1570.02,83.26,1.32,2.43,0.36,1
8826,1570.18,82.41,1.29,2.42,0.37,1
8827,1570.33,83.26,1.28,2.42,0.37,1
8828,1570.48,84.97,1.27,2.42,0.37,1
8829,1570.63,88.1,1.19,2.43,0.38,1
8830,1570.79,91.43,1.18,2.43,0.39,1
8831,1570.94,91.32,1.21,2.43,0.38,1
8832,1571.09,91.64,1.24,2.43,0.37,1
8833,1571.24,92.32,1.27,2.44,0.37,1
8834,1571.4,91.37,1.24,2.44,0.38,1
8835,1571.55,89.51,1.22,2.44,0.38,1
8836,1571.7,87.59,1.24,2.42,0.37,1
8837,1571.85,87.3,1.3,2.43,0.36,1
8838,1572.01,88.42,1.34,2.44,0.35,1
8839,1572.16,88.98,1.37,2.44,0.38,1
8840,1572.31,90.35,1.36,2.43,0.37,1
8842,1572.62,88.54,1.29,2.42,0.39,1
8844,1572.92,92.8,1.36,2.44,0.37,1
8845,1573.07,96.03,1.43,2.44,0.38,1
8848,1573.53,99.88,1.99,2.42,0.38,1
8849,1573.68,97.85,1.54,2.41,0.36,1
8851,1573.99,99.66,1.23,2.39,0.38,1
8853,1574.29,95.4,1.16,2.41,0.38,1
8854,1574.44,93.99,1.1,2.42,0.37,1
8855,1574.6,91.15,1.08,2.42,0.37,1
8856,1574.75,87.18,1.09,2.43,0.39,1
8859,1575.21,91.6,1.19,2.43,0.39,1
8860,1575.36,89.51,1.21,2.42,0.38,1
8861,1575.51,91.6,1.25,2.43,0.35,1
8862,1575.66,87.3,1.46,2.47,0.32,1
8863,1575.82,78.33,2.16,2.51,0.28,2
8864,1575.97,59.65,2.59,2.55,0.25,0
8865,1576.12,48.18,2.64,2.55,0.23,0
8866,1576.27,46.55,2.76,2.55,0.21,0
8885,1579.17,42.29,2.37,2.53,0.21,0
8886,1579.32,47.96,2.45,2.53,0.23,0
8887,1579.47,45.64,2.74,2.52,0.22,0
8888,1579.63,43.84,2.81,2.5,0.22,0
8889,1579.78,42.53,2.36,2.47,0.24,0
8890,1579.93,50.34,1.83,2.48,0.26,2
8891,1580.08,61.12,1.54,2.47,0.28,2
8892,1580.24,70.87,1.48,2.46,0.31,1
8893,1580.39,76.0,1.47,2.44,0.32,1
8894,1580.54,75.88,1.38,2.46,0.33,1
8895,1580.69,73.78,1.42,2.49,0.32,1
8896,1580.85,67.99,1.5,2.5,0.29,2
8897,1581.0,66.46,1.55,2.47,0.29,2
8898,1581.15,68.85,1.31,2.45,0.31,1
8899,1581.3,74.46,1.27,2.45,0.34,1
8900,1581.45,75.83,1.28,2.46,0.35,1
8901,1581.61,75.38,1.31,2.46,0.33,1
8902,1581.76,76.11,1.31,2.46,0.33,1
8903,1581.91,79.47,1.29,2.46,0.34,1
8904,1582.06,81.95,1.29,2.46,0.33,1
8905,1582.22,82.4,1.25,2.46,0.34,1
8906,1582.37,78.41,1.21,2.46,0.35,1
8907,1582.52,76.44,1.23,2.45,0.35,1
8908,1582.67,74.85,1.28,2.46,0.33,1
8909,1582.83,74.17,1.33,2.47,0.31,1
8910,1582.98,71.55,1.59,2.48,0.28,2
8911,1583.13,64.91,1.65,2.48,0.25,2
8912,1583.28,55.11,2.09,2.49,0.23,0
8913,1583.44,46.43,2.74,2.51,0.21,0
8914,1583.59,41.56,2.8,2.52,0.2,0
8915,1583.74,41.34,2.68,2.53,0.2,0
8916,1583.89,42.43,2.3,2.54,0.21,0
8917,1584.05,44.06,2.22,2.51,0.24,0
8918,1584.2,48.54,1.94,2.48,0.26,2
8919,1584.35,54.5,1.6,2.47,0.28,2
8920,1584.5,61.31,1.49,2.46,0.28,2
8921,1584.66,66.0,1.45,2.46,0.28,2
8922,1584.81,66.51,1.44,2.45,0.29,2
8923,1584.96,66.46,1.37,2.46,0.29,2
8924,1585.11,65.05,1.36,2.47,0.29,2
8925,1585.26,64.08,1.38,2.47,0.29,2
8926,1585.42,60.79,1.48,2.47,0.29,2
8927,1585.57,58.99,1.49,2.46,0.29,2
8928,1585.72,57.8,1.5,2.46,0.3,2
8929,1585.87,59.72,1.49,2.45,0.3,2
8930,1586.03,62.09,1.42,2.46,0.32,1
8931,1586.18,65.32,1.42,2.46,0.31,1
8932,1586.33,65.2,1.39,2.46,0.31,1
8933,1586.48,61.92,1.44,2.47,0.27,2
8934,1586.64,55.96,1.7,2.49,0.26,2
8935,1586.79,51.99,1.89,2.5,0.24,0
8936,1586.94,49.51,1.89,2.51,0.25,0
8937,1587.09,50.87,1.75,2.51,0.25,2
8938,1587.25,53.88,1.76,2.5,0.25,2
8939,1587.4,55.86,1.8,2.49,0.24,2
8940,1587.55,56.98,1.64,2.48,0.25,2
8941,1587.7,55.5,1.57,2.47,0.27,2
8942,1587.86,54.82,1.54,2.47,0.28,2
8943,1588.01,54.72,1.54,2.47,0.29,2
8944,1588.16,54.26,1.49,2.47,0.28,2
8945,1588.31,54.55,1.46,2.46,0.28,2
8946,1588.47,55.86,1.33,2.45,0.29,2
8947,1588.62,57.0,1.31,2.44,0.3,2
8948,1588.77,61.59,1.23,2.44,0.33,1
8949,1588.92,62.67,1.21,2.44,0.33,1
8950,1589.07,63.3,1.24,2.44,0.32,1
8951,1589.23,61.7,1.29,2.45,0.3,1
8952,1589.38,59.31,1.29,2.46,0.32,1
8953,1589.53,58.28,1.3,2.48,0.33,1
8954,1589.68,56.98,1.33,2.49,0.34,1
8955,1589.84,58.51,1.32,2.46,0.32,1
8956,1589.99,61.65,1.28,2.44,0.3,1
8957,1590.14,64.88,1.26,2.42,0.31,1
8958,1590.29,63.91,1.26,2.43,0.3,1
8959,1590.45,63.4,1.28,2.44,0.31,1
8960,1590.6,59.71,1.28,2.46,0.31,1
8961,1590.75,62.16,1.26,2.46,0.32,1
8962,1590.9,62.28,1.24,2.45,0.32,1
8963,1591.06,64.56,1.2,2.44,0.32,1
8964,1591.21,65.85,1.2,2.44,0.33,1
8965,1591.36,66.51,1.21,2.44,0.35,1
8966,1591.51,66.91,1.18,2.44,0.36,1
8967,1591.67,67.37,1.14,2.43,0.35,1
8968,1591.82,68.79,1.16,2.44,0.36,1
8969,1591.97,71.13,1.21,2.45,0.33,1
8970,1592.12,70.72,1.21,2.44,0.31,1
8971,1592.28,68.1,1.2,2.43,0.29,1
8972,1592.43,68.42,1.2,2.42,0.29,1
8973,1592.58,67.42,1.26,2.44,0.3,1
8974,1592.73,68.39,1.3,2.45,0.3,1
8975,1592.88,64.03,1.4,2.47,0.3,1
8976,1593.04,62.77,1.42,2.48,0.29,2
8977,1593.19,57.95,1.48,2.47,0.28,2
8978,1593.34,56.52,1.42,2.45,0.27,2
8979,1593.49,55.5,1.39,2.44,0.27,2
8980,1593.65,58.28,1.46,2.45,0.28,2
8981,1593.8,59.98,1.5,2.47,0.28,2
8982,1593.95,57.82,1.53,2.48,0.28,2
8983,1594.1,57.13,1.48,2.48,0.28,2
8984,1594.26,54.09,1.43,2.47,0.28,2
8985,1594.41,55.52,1.39,2.45,0.27,2
8986,1594.56,55.06,1.41,2.45,0.27,2
8987,1594.71,56.52,1.44,2.46,0.28,2
8988,1594.87,55.33,1.46,2.47,0.29,2
8989,1595.02,54.43,1.51,2.48,0.29,2
8990,1595.17,54.26,1.53,2.49,0.28,2
8991,1595.32,54.65,1.54,2.49,0.27,2
8992,1595.48,52.95,1.6,2.5,0.27,2
8993,1595.63,50.29,1.68,2.49,0.27,2
8994,1595.78,49.39,1.67,2.49,0.26,2
8995,1595.93,50.19,1.68,2.49,0.26,2
8996,1596.09,51.82,1.58,2.5,0.26,2
8997,1596.24,52.05,1.57,2.51,0.26,2
8998,1596.39,51.02,1.62,2.5,0.27,2
8999,1596.54,53.75,1.66,2.48,0.27,2
9000,1596.69,53.87,1.65,2.48,0.27,2
9001,1596.85,57.39,1.62,2.47,0.27,2
9002,1597.0,53.54,1.61,2.48,0.27,2
9003,1597.15,52.96,1.59,2.5,0.26,2
9004,1597.3,51.6,1.62,2.51,0.27,2
9005,1597.46,51.99,1.61,2.5,0.27,2
9006,1597.61,50.48,1.43,2.48,0.28,2
9007,1597.76,48.66,1.37,2.47,0.28,2
9008,1597.91,48.2,1.3,2.48,0.29,2
9009,1598.07,51.82,1.37,2.47,0.28,2
9010,1598.22,53.75,1.46,2.48,0.28,2
9011,1598.37,54.72,1.42,2.47,0.29,2
9012,1598.52,53.3,1.34,2.49,0.32,1
9013,1598.68,54.22,1.35,2.47,0.32,1
9014,1598.83,58.53,1.27,2.47,0.32,1
9015,1598.98,61.65,1.24,2.45,0.31,1
9016,1599.13,63.79,1.24,2.45,0.32,1
9017,1599.29,61.19,1.22,2.44,0.31,1
9018,1599.44,59.14,1.23,2.46,0.32,1
9019,1599.59,60.96,1.31,2.47,0.31,1
