,DEPT,GR_ARC,P28H_UNC,RHOB,TNPH,kmeans
9930,1738.43,49.05,2.12,2.52,0.24,0
9931,1738.58,47.11,2.13,2.52,0.23,0
9932,1738.73,47.62,2.12,2.52,0.23,0
9933,1738.88,48.96,2.11,2.53,0.23,0
9934,1739.04,49.25,1.99,2.53,0.22,0
9935,1739.19,46.94,2.1,2.52,0.22,0
9936,1739.34,43.53,2.13,2.5,0.21,0
9937,1739.49,40.98,2.13,2.5,0.21,0
9938,1739.65,41.3,2.12,2.52,0.22,0
9939,1739.8,42.79,2.15,2.52,0.24,0
9940,1739.95,44.61,2.12,2.52,0.25,0
9941,1740.1,45.41,2.07,2.5,0.26,0
9942,1740.26,44.44,2.02,2.51,0.26,0
9943,1740.41,41.88,1.97,2.53,0.25,0
9944,1740.56,41.93,1.95,2.55,0.26,0
9945,1740.71,43.24,1.89,2.54,0.27,0
9946,1740.87,47.21,1.91,2.54,0.27,0
9947,1741.02,48.69,1.95,2.54,0.28,0
9948,1741.17,50.12,1.8,2.54,0.29,2
9949,1741.32,52.11,1.69,2.54,0.29,2
9950,1741.47,54.96,1.62,2.52,0.28,2
9951,1741.63,57.78,1.69,2.5,0.27,2
9952,1741.78,57.9,1.7,2.5,0.25,2
9953,1741.93,56.66,1.67,2.51,0.24,2
9954,1742.08,53.83,1.71,2.51,0.23,2
9955,1742.24,52.06,2.02,2.52,0.23,0
9956,1742.39,50.36,2.06,2.51,0.24,0
9957,1742.54,49.44,2.05,2.52,0.24,0
9958,1742.69,49.83,1.92,2.52,0.23,0
9959,1742.85,52.1,1.83,2.52,0.21,0
9960,1743.0,53.24,1.94,2.51,0.2,0
9961,1743.15,51.14,2.18,2.51,0.19,0
9962,1743.3,48.25,2.25,2.5,0.2,0
9963,1743.46,44.5,2.35,2.51,0.2,0
9964,1743.61,41.49,2.45,2.49,0.2,0
9965,1743.76,38.43,2.43,2.49,0.21,0
9966,1743.91,34.89999999999999,2.37,2.5,0.21,0
9967,1744.07,32.59,2.36,2.51,0.22,0
9968,1744.22,31.620000000000005,2.34,2.53,0.23,0
9969,1744.37,34.12,2.17,2.53,0.23,0
9970,1744.52,36.28,2.14,2.54,0.22,0
9971,1744.68,37.71,2.12,2.53,0.21,0
9972,1744.83,40.27,2.15,2.53,0.2,0
9973,1744.98,41.17,2.29,2.54,0.2,0
9974,1745.13,39.62,2.31,2.54,0.21,0
9975,1745.28,36.04,2.27,2.52,0.22,0
9976,1745.44,32.13,2.3,2.51,0.22,0
9977,1745.59,29.810000000000002,2.33,2.5,0.22,0
9978,1745.74,27.82,2.18,2.51,0.22,0
9979,1745.89,27.14,2.05,2.51,0.22,0
9980,1746.05,28.33,1.9,2.51,0.22,0
9981,1746.2,31.059999999999995,2.06,2.5,0.22,0
9982,1746.35,33.05,2.11,2.49,0.21,0
9983,1746.5,35.31,2.1,2.48,0.21,0
9984,1746.66,36.5,2.09,2.48,0.22,0
9985,1746.81,38.43,2.05,2.5,0.24,0
9986,1746.96,37.13,1.88,2.53,0.23,0
9987,1747.11,38.22,1.74,2.55,0.22,0
9988,1747.27,42.48,1.71,2.56,0.22,0
9989,1747.42,46.44,1.97,2.56,0.23,0
9990,1747.57,47.52,2.14,2.58,0.23,0
9991,1747.72,43.82,2.07,2.56,0.23,0
9992,1747.88,42.17,1.92,2.54,0.23,0
9993,1748.03,40.4,1.88,2.54,0.23,0
9994,1748.18,41.59,1.94,2.55,0.24,0
9995,1748.33,43.3,1.98,2.57,0.24,0
9996,1748.49,44.33,2.09,2.57,0.23,0
9997,1748.64,43.65,2.15,2.55,0.22,0
9998,1748.79,42.46,2.15,2.54,0.21,0
9999,1748.94,39.96,2.21,2.54,0.22,0
10000,1749.09,37.7,2.2,2.54,0.25,0
10001,1749.25,35.94,1.9,2.54,0.25,0
10002,1749.4,37.87,1.79,2.53,0.25,0
10003,1749.55,43.59,1.72,2.54,0.23,0
10004,1749.7,47.84,1.78,2.54,0.22,0
10005,1749.86,50.12,1.93,2.56,0.21,0
10006,1750.01,43.33,2.34,2.57,0.2,0
10007,1750.16,36.81,2.33,2.57,0.21,0
10008,1750.31,32.370000000000005,2.2,2.56,0.21,0
10009,1750.47,37.18,2.08,2.55,0.21,0
10010,1750.62,41.49,2.15,2.53,0.21,0
10011,1750.77,41.73,2.23,2.48,0.22,0
10012,1750.92,37.41,2.17,2.46,0.24,0
10013,1751.08,32.64,2.11,2.41,0.29,0
10014,1751.23,35.58,1.86,2.4,0.35,2
10015,1751.38,50.39,1.12,2.39,0.34,1
10016,1751.53,72.06,1.0700000000000003,2.45,0.31,1
10017,1751.69,88.52,0.96,2.52,0.27,1
10018,1751.84,88.03,1.2,2.57,0.23,2
10019,1751.99,72.83,1.49,2.6,0.22,2
10020,1752.14,53.7,2.06,2.58,0.21,0
10021,1752.3,39.96,2.18,2.58,0.18,0
10022,1752.45,36.21,2.05,2.52,0.17,0
10023,1752.6,38.38,2.0,2.52,0.19,0
10024,1752.75,40.59,2.15,2.5,0.21,0
10025,1752.9,40.59,2.14,2.44,0.22,0
10026,1753.06,39.62,1.95,2.46,0.22,0
10027,1753.21,41.93,1.88,2.51,0.23,0
10028,1753.36,45.05,1.88,2.53,0.24,0
10029,1753.51,47.38,1.95,2.53,0.25,0
10030,1753.67,46.38,1.9,2.52,0.25,0
10031,1753.82,45.19,1.92,2.53,0.25,0
10032,1753.97,43.09,2.13,2.51,0.25,0
10033,1754.12,45.29,2.06,2.52,0.26,0
10034,1754.28,50.68,1.71,2.51,0.28,2
10035,1754.43,56.01,1.6,2.51,0.29,2
10036,1754.58,58.46,1.63,2.49,0.29,2
10037,1754.73,55.52,1.83,2.48,0.28,2
10038,1754.89,50.75,1.88,2.49,0.26,2
10039,1755.04,44.79,1.87,2.52,0.26,0
10040,1755.19,41.78,1.83,2.53,0.26,0
10041,1755.34,41.22,1.9,2.54,0.27,0
10042,1755.5,43.21,1.89,2.52,0.28,0
10043,1755.65,44.52,1.85,2.53,0.28,0
10044,1755.8,46.05,1.89,2.54,0.26,0
10045,1755.95,45.81,1.92,2.54,0.24,0
10046,1756.11,46.16,2.13,2.53,0.24,0
10047,1756.26,45.59,2.16,2.54,0.24,0
10048,1756.41,44.4,2.18,2.54,0.25,0
10049,1756.56,41.22,2.17,2.52,0.26,0
10050,1756.71,40.42,1.99,2.51,0.26,0
10051,1756.87,43.55,1.9,2.51,0.27,0
10052,1757.02,47.64,1.87,2.5,0.27,2
10053,1757.17,49.51,1.86,2.49,0.26,2
10054,1757.32,51.72,1.86,2.47,0.26,2
10055,1757.48,55.35,1.51,2.48,0.26,2
10056,1757.63,59.6,1.6,2.5,0.26,2
10057,1757.78,57.1,1.67,2.51,0.24,2
10058,1757.93,54.67,1.64,2.49,0.24,2
10059,1758.09,51.65,1.56,2.49,0.26,2
10060,1758.24,53.19,1.61,2.49,0.27,2
10061,1758.39,53.82,1.66,2.51,0.27,2
10062,1758.54,55.98,1.67,2.53,0.27,2
10063,1758.7,56.44,1.63,2.52,0.27,2
10064,1758.85,55.98,1.56,2.5,0.28,2
10065,1759.0,53.36,1.59,2.48,0.29,2
10066,1759.15,51.25,1.61,2.48,0.31,2
10067,1759.31,50.05,1.47,2.47,0.31,2
10068,1759.46,50.68,1.52,2.48,0.3,2
10069,1759.61,51.14,1.48,2.49,0.31,2
10070,1759.76,52.73,1.41,2.49,0.3,2
10071,1759.92,54.09,1.51,2.5,0.28,2
10072,1760.07,56.86,1.58,2.5,0.26,2
10073,1760.22,56.76,1.52,2.5,0.26,2
10074,1760.37,57.85,1.41,2.5,0.27,2
10075,1760.52,57.39,1.25,2.5,0.29,2
10076,1760.68,58.91,1.16,2.48,0.29,2
10077,1760.83,59.35,1.13,2.47,0.31,1
10078,1760.98,61.17,1.08,2.45,0.32,1
10079,1761.13,63.67,1.0700000000000003,2.45,0.34,1
10080,1761.29,68.68,1.0,2.45,0.33,1
10081,1761.44,72.25,0.97,2.45,0.34,1
10082,1761.59,72.88,1.01,2.45,0.34,1
10083,1761.74,69.58,1.0700000000000003,2.46,0.34,1
10084,1761.9,66.46,1.11,2.48,0.34,1
10085,1762.05,65.61,1.12,2.5,0.35,1
10086,1762.2,66.63,1.11,2.5,0.35,1
10087,1762.35,68.39,1.11,2.49,0.35,1
10088,1762.51,69.87,1.08,2.49,0.33,1
10089,1762.66,69.58,1.1,2.5,0.34,1
10090,1762.81,66.75,1.12,2.48,0.34,1
10091,1762.96,64.35,1.11,2.46,0.35,1
10092,1763.12,62.09,1.1,2.44,0.35,1
10093,1763.27,63.33,1.12,2.45,0.37,1
10094,1763.42,65.78,1.14,2.46,0.39,1
10095,1763.57,67.48,1.04,2.45,0.37,1
10096,1763.73,66.17,0.9900000000000001,2.44,0.36,1
10097,1763.88,64.42,1.02,2.43,0.33,1
10098,1764.03,64.2,1.11,2.45,0.27,2
10099,1764.18,65.34,1.14,2.45,0.25,2
10100,1764.33,63.91,1.14,2.45,0.25,2
10101,1764.49,63.74,1.12,2.42,0.29,1
10102,1764.64,63.4,1.12,2.4,0.3,1
10103,1764.79,65.1,1.06,2.4,0.32,1
10104,1764.94,63.91,1.06,2.41,0.34,1
10105,1765.1,63.11,1.06,2.42,0.35,1
10106,1765.25,62.26,1.03,2.42,0.35,1
10107,1765.4,63.74,1.04,2.42,0.32,1
10108,1765.55,64.42,1.06,2.43,0.32,1
10109,1765.71,64.54,1.06,2.43,0.32,1
10110,1765.86,63.57,1.04,2.44,0.34,1
10111,1766.01,65.66,1.04,2.43,0.34,1
10112,1766.16,67.82,1.04,2.44,0.34,1
10113,1766.32,70.65,1.01,2.43,0.38,1
10114,1766.47,70.77,0.97,2.44,0.38,1
10115,1766.62,70.82,0.96,2.44,0.38,1
10116,1766.77,69.75,1.0,2.43,0.33,1
10117,1766.93,69.31,1.03,2.43,0.29,1
10118,1767.08,68.79,1.09,2.42,0.28,1
10119,1767.23,69.08,1.0700000000000003,2.44,0.29,1
10120,1767.38,66.46,1.1,2.44,0.32,1
10121,1767.54,63.62,1.11,2.44,0.31,1
10122,1767.69,60.15,1.12,2.44,0.31,1
10123,1767.84,58.51,1.11,2.44,0.33,1
10124,1767.99,58.05,1.12,2.46,0.34,1
10125,1768.14,58.75,1.1,2.46,0.34,1
10126,1768.3,61.41,1.0700000000000003,2.46,0.34,1
10127,1768.45,63.18,1.09,2.46,0.35,1
10128,1768.6,64.08,1.14,2.47,0.36,1
10129,1768.75,62.67,1.15,2.49,0.34,1
10130,1768.91,59.89,1.19,2.49,0.33,1
10131,1769.06,58.41,1.21,2.47,0.33,1
10132,1769.21,57.61,1.13,2.44,0.33,1
10133,1769.36,59.59,1.13,2.43,0.33,1
10134,1769.52,60.44,1.13,2.43,0.34,1
10135,1769.67,61.58,1.18,2.43,0.34,1
10136,1769.82,60.68,1.2,2.43,0.35,1
10137,1769.97,59.89,1.17,2.44,0.34,1
10138,1770.13,60.28,1.13,2.45,0.34,1
10139,1770.28,61.19,1.17,2.47,0.33,1
10140,1770.43,62.77,1.18,2.48,0.32,1
10141,1770.58,63.62,1.21,2.48,0.31,1
10142,1770.74,64.2,1.14,2.46,0.31,1
10143,1770.89,65.95,1.13,2.44,0.32,1
10144,1771.04,66.58,1.1,2.44,0.33,1
10145,1771.19,67.25,1.08,2.43,0.34,1
10146,1771.35,65.94,1.05,2.44,0.35,1
10147,1771.5,64.57,1.04,2.45,0.35,1
10148,1771.65,64.91,1.05,2.48,0.34,1
10149,1771.8,66.74,1.13,2.47,0.33,1
10150,1771.95,65.31,1.2,2.46,0.33,1
10151,1772.11,62.65,1.19,2.44,0.32,1
10152,1772.26,60.61,1.21,2.45,0.33,1
10153,1772.41,63.67,1.13,2.45,0.33,1
10154,1772.56,66.51,1.12,2.45,0.33,1
10155,1772.72,66.41,1.19,2.45,0.31,1
10156,1772.87,63.19,1.21,2.44,0.25,2
10157,1773.02,60.69,1.24,2.46,0.26,2
10158,1773.17,57.9,1.22,2.48,0.21,2
10159,1773.33,57.39,1.26,2.49,0.27,2
10160,1773.48,55.91,1.3,2.49,0.29,2
10161,1773.63,57.56,1.32,2.47,0.31,1
10162,1773.78,60.96,1.3,2.47,0.3,1
10163,1773.94,65.34,1.26,2.47,0.31,1
10164,1774.09,66.07,1.26,2.47,0.31,1
10165,1774.24,65.32,1.27,2.47,0.31,1
10166,1774.39,65.44,1.26,2.46,0.32,1
10167,1774.55,67.65,1.26,2.47,0.31,1
10168,1774.7,68.62,1.27,2.46,0.3,1
10169,1774.85,67.43,1.29,2.48,0.3,1
10170,1775.0,65.56,1.34,2.48,0.31,1
10171,1775.16,64.59,1.33,2.48,0.32,1
10172,1775.31,65.49,1.29,2.47,0.33,1
10173,1775.46,65.27,1.28,2.45,0.32,1
10174,1775.61,64.25,1.28,2.46,0.32,1
10175,1775.76,63.35,1.25,2.45,0.31,1
10176,1775.92,63.23,1.2,2.46,0.31,1
10177,1776.07,63.86,1.18,2.49,0.3,1
10178,1776.22,64.93,1.27,2.51,0.31,1
10179,1776.37,63.69,1.3,2.51,0.3,1
10180,1776.53,61.36,1.33,2.48,0.29,2
10181,1776.68,57.49,1.32,2.47,0.29,2
10182,1776.83,58.22,1.26,2.48,0.31,1
10183,1776.98,61.97,1.28,2.47,0.31,1
10184,1777.14,65.44,1.31,2.46,0.3,1
10185,1777.29,65.95,1.31,2.45,0.3,1
10186,1777.44,62.84,1.28,2.46,0.3,1
10187,1777.59,59.31,1.3,2.47,0.29,2
10188,1777.75,57.34,1.32,2.46,0.29,2
10189,1777.9,59.55,1.34,2.47,0.3,2
10190,1778.05,60.91,1.36,2.45,0.31,1
10191,1778.2,62.55,1.29,2.44,0.31,1
10192,1778.36,62.72,1.3,2.43,0.32,1
10193,1778.51,62.99,1.28,2.44,0.32,1
10194,1778.66,61.97,1.36,2.45,0.33,1
10195,1778.81,58.91,1.38,2.46,0.33,1
10196,1778.97,59.36,1.31,2.46,0.32,1
10197,1779.12,63.5,1.27,2.43,0.32,1
10198,1779.27,68.27,1.25,2.44,0.31,1
10199,1779.42,68.66,1.28,2.44,0.32,1
10200,1779.57,66.8,1.27,2.45,0.33,1
10201,1779.73,66.12,1.21,2.45,0.35,1
10202,1779.88,68.86,1.1,2.45,0.36,1
10203,1780.03,71.93,1.11,2.46,0.35,1
10204,1780.18,73.68,1.15,2.43,0.35,1
10205,1780.34,73.9,1.19,2.43,0.32,1
10206,1780.49,72.81,1.19,2.43,0.32,1
10207,1780.64,70.43,1.23,2.47,0.3,1
10208,1780.79,66.34,1.25,2.48,0.31,1
10209,1780.95,63.33,1.24,2.48,0.31,1
10210,1781.1,64.35,1.27,2.46,0.31,1
10211,1781.25,66.96,1.25,2.44,0.31,1
10212,1781.4,66.39,1.26,2.42,0.3,1
10213,1781.56,65.03,1.22,2.44,0.3,1
10214,1781.71,65.2,1.24,2.44,0.31,1
10215,1781.86,67.02,1.27,2.44,0.3,1
10216,1782.01,68.34,1.15,2.44,0.31,1
10217,1782.17,70.5,1.14,2.46,0.32,1
10218,1782.32,74.63,1.14,2.47,0.33,1
10219,1782.47,77.7,1.1,2.46,0.31,1
10220,1782.62,76.0,1.09,2.43,0.31,1
10221,1782.78,74.87,1.06,2.4,0.32,1
10222,1782.93,71.93,1.18,2.38,0.33,1
10223,1783.08,70.22,1.19,2.41,0.33,1
10224,1783.23,68.18,1.14,2.42,0.33,1
10225,1783.38,69.36,1.14,2.45,0.33,1
10226,1783.54,71.86,1.21,2.41,0.35,1
10227,1783.69,71.91,1.21,2.43,0.35,1
10228,1783.84,69.88,1.2,2.43,0.34,1
10229,1783.99,69.48,1.15,2.44,0.33,1
10230,1784.15,70.5,1.11,2.44,0.32,1
10231,1784.3,71.62,1.2,2.46,0.33,1
10232,1784.45,72.35,1.17,2.48,0.32,1
10233,1784.6,75.42,1.11,2.48,0.33,1
10234,1784.76,75.88,1.12,2.45,0.32,1
10235,1784.91,73.49,1.14,2.46,0.26,2
10236,1785.06,67.71,1.29,2.46,0.26,2
10237,1785.21,63.91,1.33,2.48,0.28,2
10238,1785.37,64.49,1.27,2.47,0.21,2
10239,1785.52,64.54,1.24,2.47,0.21,2
10240,1785.67,66.58,1.29,2.47,0.21,2
10241,1785.82,66.0,1.29,2.48,0.23,2
10242,1785.98,69.02,1.15,2.47,0.24,2
10243,1786.13,72.18,1.12,2.44,0.33,1
10244,1786.28,77.19,1.11,2.41,0.35,1
10245,1786.43,79.79,1.11,2.42,0.33,1
10246,1786.59,79.23,1.12,2.42,0.33,1
10247,1786.74,76.22,1.1,2.44,0.32,1
10248,1786.89,75.6,1.12,2.39,0.27,1
10249,1787.04,71.86,1.25,2.42,0.3,1
10250,1787.19,67.89,1.26,2.45,0.27,2
10251,1787.35,64.15,1.18,2.5,0.3,1
10252,1787.5,69.82,1.15,2.48,0.33,1
10253,1787.65,73.95,1.14,2.47,0.32,1
10254,1787.8,76.34,1.15,2.47,0.33,1
10255,1787.96,75.21,1.15,2.48,0.34,1
10256,1788.11,76.74,1.08,2.45,0.36,1
10257,1788.26,77.25,1.14,2.42,0.36,1
10258,1788.41,75.94,1.2,2.4,0.36,1
10259,1788.57,72.49,1.21,2.42,0.35,1
10260,1788.72,67.31,1.32,2.44,0.33,1
10261,1788.87,66.12,1.24,2.47,0.3,1
10262,1789.02,63.69,1.31,2.46,0.28,2
10263,1789.18,62.56,1.33,2.45,0.26,2
10264,1789.33,59.16,1.25,2.45,0.26,2
10265,1789.48,59.89,1.26,2.46,0.27,2
10266,1789.63,61.65,1.17,2.46,0.3,1
10267,1789.79,64.76,1.16,2.44,0.31,1
10268,1789.94,67.48,1.19,2.44,0.33,1
10269,1790.09,71.4,1.19,2.44,0.31,1
10270,1790.24,71.74,1.23,2.45,0.32,1
10271,1790.4,70.72,1.25,2.46,0.3,1
10272,1790.55,64.76,1.41,2.45,0.31,1
10273,1790.7,61.02,1.34,2.45,0.3,1
10274,1790.85,58.97,1.24,2.44,0.3,1
10275,1791.0,60.56,1.22,2.45,0.28,2
10276,1791.16,61.02,1.27,2.45,0.3,1
10277,1791.31,60.45,1.27,2.44,0.31,1
10278,1791.46,58.7,1.25,2.45,0.3,1
10279,1791.61,58.75,1.24,2.46,0.3,1
10280,1791.77,60.96,1.28,2.48,0.3,1
10281,1791.92,64.64,1.25,2.49,0.3,1
10282,1792.07,67.31,1.18,2.48,0.29,1
10283,1792.22,67.47,1.13,2.46,0.28,1
10284,1792.38,66.11,1.11,2.45,0.28,1
10285,1792.53,64.91,1.12,2.45,0.29,1
10286,1792.68,66.85,1.12,2.45,0.3,1
10287,1792.83,68.28,1.11,2.43,0.3,1
10288,1792.99,70.79,1.08,2.43,0.31,1
10289,1793.14,70.79,1.0700000000000003,2.43,0.31,1
10290,1793.29,73.05,1.06,2.43,0.31,1
10291,1793.44,70.94,1.05,2.43,0.3,1
10292,1793.6,68.39,1.08,2.44,0.31,1
10293,1793.75,63.74,1.13,2.45,0.33,1
10294,1793.9,64.42,1.15,2.45,0.33,1
10295,1794.05,66.85,1.14,2.43,0.32,1
10296,1794.21,68.66,1.33,2.42,0.31,1
10297,1794.36,69.68,1.63,2.44,0.31,1
10298,1794.51,68.44,2.33,2.45,0.32,2
10299,1794.66,67.59,2.25,2.46,0.31,2
10300,1794.81,64.47,2.14,2.44,0.31,2
10301,1794.97,62.55,1.91,2.43,0.33,1
10302,1795.12,65.51,1.27,2.41,0.33,1
10303,1795.27,72.37,1.2,2.4,0.31,1
10304,1795.42,75.26,1.06,2.38,0.31,1
10305,1795.58,74.92,1.03,2.35,0.35,1
10306,1795.73,76.57,1.0,2.36,0.39,1
10308,1796.03,81.83,0.98,2.36,0.37,1
10309,1796.19,78.65,1.04,2.37,0.34,1
10310,1796.34,75.76,1.0700000000000003,2.39,0.33,1
10311,1796.49,78.16,1.0700000000000003,2.42,0.32,1
10312,1796.64,79.4,1.03,2.43,0.32,1
10313,1796.8,80.3,1.04,2.43,0.33,1
10314,1796.95,78.65,1.0700000000000003,2.43,0.34,1
10315,1797.1,78.09,1.0700000000000003,2.41,0.36,1
10316,1797.25,81.1,1.09,2.39,0.35,1
10317,1797.41,84.56,1.05,2.39,0.35,1
10318,1797.56,84.97,1.01,2.38,0.33,1
10319,1797.71,81.44,1.08,2.41,0.34,1
10320,1797.86,76.97,1.16,2.43,0.34,1
10321,1798.02,75.26,1.15,2.48,0.34,1
10322,1798.17,74.75,1.14,2.49,0.34,1
10323,1798.32,74.75,1.12,2.47,0.33,1
10324,1798.47,74.63,1.24,2.47,0.33,1
10325,1798.62,74.63,1.22,2.45,0.32,1
10326,1798.78,77.46,1.25,2.44,0.33,1
10327,1798.93,80.28,1.22,2.41,0.33,1
10328,1799.08,81.6,1.22,2.45,0.35,1
10329,1799.23,78.36,1.22,2.49,0.35,1
10330,1799.39,71.79,1.35,2.53,0.34,1
10331,1799.54,68.05,1.39,2.52,0.31,1
10332,1799.69,67.82,1.32,2.5,0.3,1
10333,1799.84,70.67,1.36,2.47,0.3,1
10334,1800.0,72.2,1.29,2.47,0.3,1
10335,1800.15,71.69,1.29,2.46,0.31,1
10336,1800.3,71.11,1.28,2.47,0.32,1
10337,1800.45,71.96,1.23,2.47,0.31,1
10338,1800.61,71.06,1.26,2.47,0.32,1
10339,1800.76,68.68,1.29,2.47,0.31,1
10340,1800.91,67.43,1.29,2.47,0.32,1
10341,1801.06,67.55,1.25,2.5,0.31,1
10342,1801.22,69.66,1.27,2.5,0.31,1
10343,1801.37,69.59,1.31,2.5,0.31,1
10344,1801.52,70.21,1.25,2.5,0.33,1
10345,1801.67,70.36,1.39,2.49,0.32,1
10346,1801.83,68.2,1.44,2.48,0.3,1
10347,1801.98,65.48,1.4,2.46,0.28,2
10348,1802.13,64.86,1.3,2.44,0.28,2
10349,1802.28,68.56,1.3,2.45,0.3,1
10350,1802.43,71.52,1.29,2.47,0.29,1
10351,1802.59,73.0,1.31,2.47,0.3,1
10352,1802.74,72.83,1.31,2.45,0.3,1
10353,1802.89,73.22,1.26,2.46,0.3,1
10354,1803.04,72.81,1.19,2.47,0.31,1
10355,1803.2,73.44,1.17,2.49,0.32,1
10356,1803.35,74.07,1.21,2.48,0.32,1
10357,1803.5,74.31,1.28,2.47,0.34,1
10358,1803.65,73.63,1.29,2.45,0.34,1
10359,1803.81,72.42,1.28,2.46,0.34,1
10360,1803.96,72.35,1.28,2.48,0.33,1
10361,1804.11,73.6,1.28,2.48,0.32,1
10362,1804.26,74.91,1.28,2.49,0.32,1
10363,1804.42,77.29,1.3,2.47,0.31,1
10364,1804.57,77.07,1.22,2.45,0.31,1
