,DEPT,GR_ARC,P28H_UNC,RHOB,TNPH,kmeans
10365,1804.72,81.1,1.16,2.44,0.31,1
10366,1804.87,84.39,1.0700000000000003,2.43,0.32,1
10367,1805.03,88.86,1.05,2.42,0.32,1
10368,1805.18,89.72,1.03,2.43,0.33,1
10369,1805.33,88.76,1.05,2.45,0.34,1
10370,1805.48,88.32,1.2,2.46,0.34,1
10371,1805.64,87.35,1.18,2.44,0.32,1
10372,1805.79,86.96,1.09,2.41,0.32,1
10373,1805.94,86.84,1.08,2.41,0.33,1
10374,1806.09,87.13,1.29,2.43,0.36,1
10375,1806.24,85.14,1.4,2.43,0.38,1
10377,1806.55,78.94,1.18,2.42,0.38,1
10378,1806.7,81.32,1.24,2.43,0.37,1
10379,1806.85,83.59,1.55,2.43,0.36,1
10380,1807.01,82.51,1.46,2.44,0.35,1
10381,1807.16,78.65,1.2,2.43,0.35,1
10382,1807.31,76.56,1.13,2.43,0.32,1
10383,1807.46,76.73,1.12,2.43,0.31,1
10384,1807.62,79.79,1.2,2.43,0.32,1
10385,1807.77,84.22,1.13,2.43,0.32,1
10386,1807.92,85.7,1.13,2.43,0.28,1
10387,1808.07,84.97,1.1,2.43,0.29,1
10388,1808.23,82.07,1.12,2.42,0.31,1
10389,1808.38,79.79,1.27,2.41,0.33,1
10390,1808.53,79.55,1.27,2.41,0.35,1
10391,1808.68,81.6,1.24,2.42,0.34,1
10392,1808.84,85.75,1.23,2.43,0.35,1
10393,1808.99,84.29,1.23,2.43,0.34,1
10394,1809.14,80.71,1.2,2.43,0.34,1
10395,1809.29,77.53,1.22,2.43,0.34,1
10396,1809.45,77.41,1.25,2.43,0.35,1
10397,1809.6,78.26,1.53,2.44,0.36,1
10398,1809.75,78.04,1.67,2.46,0.35,1
10399,1809.9,80.2,1.59,2.47,0.34,1
10400,1810.05,80.83,1.5,2.48,0.32,1
10401,1810.21,81.46,1.34,2.47,0.33,1
10402,1810.36,79.08,1.29,2.46,0.33,1
10403,1810.51,79.59,1.22,2.45,0.33,1
10404,1810.66,79.52,1.19,2.45,0.29,1
10405,1810.82,80.83,1.19,2.48,0.25,2
10406,1810.97,79.47,1.17,2.48,0.25,2
10407,1811.12,79.13,1.14,2.47,0.35,1
10408,1811.27,79.4,1.13,2.46,0.34,1
10409,1811.43,81.54,1.16,2.43,0.33,1
10410,1811.58,81.88,1.21,2.42,0.27,1
10411,1811.73,80.81,1.28,2.39,0.28,1
10412,1811.88,78.99,1.59,2.46,0.25,2
10413,1812.04,78.21,1.84,2.47,0.32,1
10414,1812.19,78.72,1.74,2.45,0.31,1
10415,1812.34,80.95,1.16,2.44,0.31,1
10416,1812.49,81.9,1.12,2.44,0.34,1
10417,1812.65,82.19,1.1,2.44,0.35,1
10418,1812.8,80.15,1.03,2.43,0.35,1
10419,1812.95,79.88,1.03,2.44,0.34,1
10420,1813.1,79.47,1.0700000000000003,2.43,0.33,1
10421,1813.26,77.48,1.0700000000000003,2.43,0.33,1
10422,1813.41,76.0,0.9900000000000001,2.42,0.33,1
10423,1813.56,80.88,0.93,2.42,0.33,1
10424,1813.71,86.21,0.89,2.43,0.34,1
10425,1813.86,88.25,0.86,2.43,0.35,1
10426,1814.02,85.82,0.84,2.42,0.35,1
10427,1814.17,84.11,0.83,2.41,0.34,1
10428,1814.32,86.04,0.83,2.41,0.34,1
10429,1814.47,87.04,0.83,2.41,0.34,1
10430,1814.63,86.92,0.96,2.42,0.33,1
10431,1814.78,87.26,1.02,2.42,0.34,1
10432,1814.93,84.71,1.03,2.4,0.34,1
10433,1815.08,83.86,1.03,2.4,0.34,1
10434,1815.24,83.64,1.01,2.41,0.34,1
10435,1815.39,86.04,0.91,2.42,0.34,1
10436,1815.54,87.93,0.81,2.42,0.33,1
10437,1815.69,85.94,0.8,2.42,0.32,1
10438,1815.85,83.43,0.84,2.42,0.33,1
10439,1816.0,81.22,0.86,2.42,0.34,1
10440,1816.15,80.93,0.87,2.42,0.35,1
10441,1816.3,80.98,0.92,2.4,0.34,1
10442,1816.46,81.08,0.98,2.39,0.35,1
10443,1816.61,81.08,1.0,2.37,0.36,1
10444,1816.76,82.84,0.98,2.38,0.34,1
10445,1816.91,84.54,0.93,2.4,0.33,1
10446,1817.07,84.54,0.96,2.42,0.31,1
10447,1817.22,82.4,1.06,2.41,0.32,1
10448,1817.37,78.36,1.03,2.41,0.31,1
10449,1817.52,76.95,1.02,2.41,0.31,1
10450,1817.67,78.65,1.06,2.42,0.33,1
10451,1817.83,81.83,1.16,2.43,0.33,1
10452,1817.98,86.33,1.33,2.44,0.32,1
10453,1818.13,89.39,1.2,2.43,0.3,1
10454,1818.28,91.77,1.09,2.43,0.29,1
10455,1818.44,91.37,1.09,2.42,0.3,1
10456,1818.59,88.52,1.11,2.44,0.3,1
10457,1818.74,84.34,1.15,2.43,0.31,1
10458,1818.89,82.02,1.23,2.44,0.3,1
10459,1819.05,82.53,1.28,2.44,0.29,1
10460,1819.2,85.19,1.17,2.44,0.3,1
10461,1819.35,84.9,1.13,2.42,0.31,1
10462,1819.5,83.71,1.09,2.41,0.32,1
10463,1819.66,84.05,1.08,2.41,0.33,1
10464,1819.81,85.97,1.0700000000000003,2.41,0.33,1
10465,1819.96,86.26,1.05,2.42,0.33,1
10466,1820.11,85.02,1.0700000000000003,2.42,0.31,1
10467,1820.27,84.46,1.0700000000000003,2.41,0.32,1
10468,1820.42,83.94,1.0700000000000003,2.41,0.32,1
10469,1820.57,83.94,1.06,2.41,0.32,1
10470,1820.72,82.8,1.09,2.42,0.33,1
10471,1820.88,84.39,1.09,2.43,0.33,1
10472,1821.03,87.89,1.09,2.43,0.33,1
10473,1821.18,88.57,1.08,2.42,0.31,1
10474,1821.33,86.14,1.05,2.42,0.31,1
10475,1821.48,82.8,1.05,2.42,0.31,1
10476,1821.64,82.86,1.0700000000000003,2.42,0.29,1
10477,1821.79,85.63,1.0700000000000003,2.41,0.29,1
10478,1821.94,84.49,1.0700000000000003,2.41,0.28,1
10479,1822.09,82.4,1.06,2.42,0.3,1
10480,1822.25,78.72,1.05,2.43,0.3,1
10481,1822.4,77.65,1.04,2.42,0.31,1
10482,1822.55,79.93,1.05,2.4,0.32,1
10483,1822.7,82.02,1.06,2.4,0.3,1
10484,1822.86,84.06,1.0700000000000003,2.41,0.29,1
10485,1823.01,83.94,1.0700000000000003,2.42,0.29,1
10486,1823.16,86.84,1.0700000000000003,2.42,0.29,1
10487,1823.31,90.63,1.0700000000000003,2.42,0.31,1
10488,1823.47,90.86,1.06,2.43,0.32,1
10489,1823.62,86.65,1.05,2.43,0.33,1
10490,1823.77,81.37,1.05,2.42,0.32,1
10491,1823.92,80.98,1.05,2.4,0.31,1
10492,1824.08,83.93,1.05,2.4,0.3,1
10493,1824.23,87.96,1.05,2.42,0.3,1
10494,1824.38,88.86,1.05,2.43,0.3,1
10495,1824.53,90.07,1.03,2.41,0.3,1
10496,1824.69,90.46,1.03,2.4,0.31,1
10497,1824.84,90.87,1.04,2.4,0.3,1
10498,1824.99,89.95,1.04,2.41,0.3,1
10499,1825.14,90.29,1.04,2.42,0.3,1
10500,1825.29,91.25,1.03,2.41,0.31,1
10501,1825.45,90.91,1.03,2.41,0.29,1
10502,1825.6,87.4,1.03,2.41,0.29,1
10503,1825.75,85.48,1.04,2.42,0.27,1
10504,1825.9,82.53,1.05,2.42,0.29,1
10505,1826.06,81.68,1.04,2.43,0.29,1
10506,1826.21,79.93,1.02,2.43,0.31,1
10507,1826.36,79.69,1.01,2.44,0.32,1
10508,1826.51,80.3,1.02,2.44,0.31,1
10509,1826.67,82.67,1.02,2.44,0.31,1
10510,1826.82,85.51,1.02,2.42,0.3,1
10511,1826.97,87.16,1.03,2.43,0.31,1
10512,1827.12,87.52,1.0700000000000003,2.43,0.3,1
10513,1827.28,88.15,1.09,2.44,0.3,1
10514,1827.43,88.66,1.09,2.43,0.3,1
10515,1827.58,89.15,1.0700000000000003,2.42,0.3,1
10516,1827.73,87.5,1.06,2.42,0.3,1
10517,1827.89,84.49,1.04,2.43,0.31,1
10518,1828.04,82.91,1.05,2.43,0.32,1
10519,1828.19,84.85,1.05,2.43,0.31,1
10520,1828.34,87.91,0.9900000000000001,2.42,0.3,1
10521,1828.5,90.02,0.9900000000000001,2.42,0.29,1
10522,1828.65,91.15,0.9900000000000001,2.43,0.3,1
10523,1828.8,93.07,0.9900000000000001,2.43,0.3,1
10524,1828.95,93.34,1.01,2.43,0.31,1
10525,1829.1,90.06,1.0,2.43,0.32,1
10526,1829.26,85.07,1.01,2.43,0.32,1
10527,1829.41,83.09,1.01,2.43,0.33,1
10528,1829.56,83.55,1.0,2.43,0.32,1
10529,1829.71,83.84,1.01,2.43,0.33,1
10530,1829.87,81.85,1.03,2.43,0.32,1
10531,1830.02,80.15,1.05,2.43,0.32,1
10532,1830.17,81.44,1.05,2.43,0.32,1
10533,1830.32,83.54,1.05,2.44,0.32,1
10534,1830.48,85.29,1.0700000000000003,2.44,0.33,1
10535,1830.63,89.27,1.0700000000000003,2.43,0.32,1
10536,1830.78,92.68,1.05,2.41,0.3,1
10537,1830.93,95.45,1.04,2.42,0.29,1
10538,1831.09,92.44,1.04,2.42,0.3,1
10539,1831.24,88.76,1.04,2.43,0.31,1
10540,1831.39,82.17,1.11,2.43,0.3,1
10541,1831.54,77.36,1.14,2.43,0.27,1
10542,1831.7,74.8,1.17,2.44,0.26,2
10543,1831.85,74.7,1.16,2.43,0.27,1
10544,1832.0,75.04,1.15,2.43,0.28,1
10545,1832.15,72.76,1.16,2.43,0.28,1
10546,1832.31,72.98,1.17,2.43,0.29,1
10547,1832.46,73.2,1.16,2.43,0.28,1
10548,1832.61,75.76,1.13,2.42,0.28,1
10549,1832.76,77.17,1.08,2.43,0.29,1
10550,1832.91,78.99,1.1,2.45,0.29,1
10551,1833.07,79.11,1.0700000000000003,2.46,0.3,1
10552,1833.22,80.49,1.06,2.44,0.3,1
10553,1833.37,84.34,1.02,2.44,0.31,1
10554,1833.52,89.54,1.01,2.44,0.31,1
10555,1833.68,93.27,1.04,2.45,0.32,1
10556,1833.83,90.89,1.05,2.44,0.32,1
10557,1833.98,86.24,1.06,2.43,0.32,1
10558,1834.13,81.6,1.05,2.43,0.3,1
10559,1834.29,77.92,1.06,2.43,0.3,1
10560,1834.44,75.71,1.12,2.42,0.29,1
10561,1834.59,73.39,1.14,2.42,0.29,1
10562,1834.74,74.34,1.14,2.43,0.28,1
10563,1834.9,74.4,1.16,2.43,0.28,1
10564,1835.05,75.52,1.2,2.43,0.27,1
10565,1835.2,75.25,1.2,2.44,0.27,1
10566,1835.35,74.58,1.19,2.44,0.27,1
10567,1835.51,73.29,1.17,2.45,0.27,1
10568,1835.66,71.64,1.15,2.45,0.26,2
10569,1835.81,72.66,1.14,2.44,0.26,2
10570,1835.96,75.09,1.17,2.43,0.26,2
10571,1836.12,79.69,1.15,2.43,0.26,1
10572,1836.27,83.88,1.12,2.44,0.27,1
10573,1836.42,85.46,1.13,2.44,0.28,1
10574,1836.57,85.87,1.13,2.44,0.29,1
10575,1836.72,83.94,1.11,2.44,0.29,1
10576,1836.88,82.8,1.08,2.45,0.29,1
10577,1837.03,82.23,1.1,2.45,0.28,1
10578,1837.18,83.13,1.12,2.45,0.28,1
10579,1837.33,83.88,1.1,2.45,0.28,1
10580,1837.49,83.54,1.12,2.44,0.3,1
10581,1837.64,79.23,1.18,2.45,0.32,1
10582,1837.79,75.54,1.19,2.45,0.31,1
10583,1837.94,74.68,1.17,2.44,0.3,1
10584,1838.1,76.61,1.2,2.44,0.29,1
10585,1838.25,77.29,1.22,2.45,0.29,1
10586,1838.4,79.33,1.16,2.46,0.3,1
10587,1838.55,79.72,1.21,2.46,0.3,1
10588,1838.71,79.79,1.23,2.46,0.29,1
10589,1838.86,78.43,1.18,2.45,0.28,1
10590,1839.01,77.08,1.22,2.46,0.28,1
10591,1839.16,76.11,1.24,2.46,0.31,1
10592,1839.32,76.91,1.27,2.46,0.3,1
10593,1839.47,78.26,1.28,2.46,0.3,1
10594,1839.62,80.93,1.31,2.45,0.29,1
10595,1839.77,78.89,1.34,2.46,0.29,1
10596,1839.93,77.77,1.3,2.46,0.27,1
10597,1840.08,74.8,1.32,2.46,0.26,2
10598,1840.23,73.56,1.31,2.45,0.26,2
10599,1840.38,71.3,1.32,2.45,0.25,2
10600,1840.53,70.05,1.39,2.45,0.26,2
10601,1840.69,72.78,1.4,2.45,0.26,2
10602,1840.84,77.37,1.25,2.45,0.27,1
10603,1840.99,81.29,1.23,2.45,0.27,1
10604,1841.14,80.71,1.22,2.45,0.27,1
10605,1841.3,78.89,1.23,2.44,0.28,1
10606,1841.45,78.04,1.23,2.44,0.27,1
10607,1841.6,74.63,1.23,2.44,0.28,1
10608,1841.75,74.57,1.25,2.44,0.28,1
10609,1841.91,72.91,1.25,2.44,0.28,1
10610,1842.06,73.94,1.26,2.45,0.27,2
10611,1842.21,72.3,1.34,2.46,0.27,2
10612,1842.36,74.05,1.4,2.45,0.27,2
10613,1842.52,72.69,1.41,2.45,0.26,2
10614,1842.67,71.04,1.4,2.45,0.25,2
10615,1842.82,67.19,1.45,2.47,0.24,2
10616,1842.97,66.8,1.38,2.45,0.25,2
10617,1843.13,67.14,1.36,2.44,0.26,2
10618,1843.28,67.71,1.33,2.42,0.26,2
10619,1843.43,66.39,1.3,2.42,0.26,2
10620,1843.58,67.71,1.3,2.42,0.27,2
10621,1843.74,73.83,1.34,2.42,0.28,1
10622,1843.89,76.34,1.35,2.43,0.26,2
10623,1844.04,75.08,1.36,2.43,0.25,2
10624,1844.19,69.8,1.49,2.43,0.24,2
10625,1844.34,66.16,1.47,2.43,0.25,2
10626,1844.5,63.84,1.48,2.43,0.26,2
10627,1844.65,61.07,1.47,2.44,0.26,2
10628,1844.8,61.58,1.48,2.44,0.25,2
10629,1844.95,63.79,1.43,2.44,0.24,2
10630,1845.11,65.78,1.42,2.45,0.25,2
10631,1845.26,69.88,1.42,2.45,0.26,2
10632,1845.41,71.59,1.43,2.44,0.26,2
10633,1845.56,71.81,1.4,2.43,0.25,2
10634,1845.72,70.11,1.4,2.43,0.25,2
10635,1845.87,69.42,1.37,2.42,0.25,2
10636,1846.02,70.45,1.4,2.42,0.24,2
10637,1846.17,70.5,1.45,2.42,0.24,2
10638,1846.33,70.96,1.49,2.43,0.25,2
10639,1846.48,70.74,1.53,2.45,0.25,2
10640,1846.63,69.03,1.56,2.46,0.26,2
10641,1846.78,66.7,1.57,2.47,0.25,2
10642,1846.94,65.34,1.59,2.45,0.24,2
10643,1847.09,63.98,1.73,2.46,0.23,2
10644,1847.24,61.99,1.83,2.46,0.22,2
10645,1847.39,59.09,1.71,2.47,0.23,2
10646,1847.55,61.31,1.47,2.45,0.22,2
10647,1847.7,65.17,1.45,2.46,0.23,2
10648,1847.85,66.97,1.48,2.45,0.24,2
10649,1848.0,65.15,1.49,2.44,0.25,2
10650,1848.15,61.68,1.5,2.43,0.25,2
10651,1848.31,62.31,1.6,2.44,0.24,2
10652,1848.46,62.14,1.72,2.45,0.24,2
10653,1848.61,58.51,1.91,2.48,0.23,2
10654,1848.76,52.95,1.92,2.49,0.23,0
10655,1848.92,48.18,1.9,2.49,0.21,0
10656,1849.07,47.89,1.95,2.46,0.2,0
10657,1849.22,47.5,1.93,2.45,0.19,0
10658,1849.37,49.54,1.79,2.44,0.21,2
10659,1849.53,53.99,1.57,2.46,0.22,2
10660,1849.68,59.6,1.57,2.47,0.22,2
10661,1849.83,63.01,1.64,2.46,0.22,2
10662,1849.98,62.77,1.75,2.46,0.22,2
10663,1850.14,62.09,1.91,2.46,0.21,2
10664,1850.29,59.88,1.97,2.46,0.21,2
10665,1850.44,57.15,1.97,2.46,0.21,2
10666,1850.59,55.74,1.86,2.46,0.22,2
10667,1850.75,56.59,1.89,2.44,0.22,2
10668,1850.9,59.65,2.14,2.44,0.21,0
10669,1851.05,59.76,2.14,2.43,0.21,2
10670,1851.2,57.83,2.03,2.45,0.21,2
10671,1851.36,56.47,1.85,2.44,0.22,2
10672,1851.51,56.93,1.8,2.44,0.21,2
10673,1851.66,57.15,1.84,2.44,0.22,2
10674,1851.81,55.4,1.87,2.44,0.23,2
10675,1851.96,54.55,1.92,2.44,0.23,2
10676,1852.12,55.52,1.92,2.45,0.22,2
10677,1852.27,57.85,1.94,2.46,0.22,2
10678,1852.42,58.7,1.92,2.45,0.21,2
10679,1852.57,58.19,2.07,2.44,0.21,2
10680,1852.73,55.47,2.08,2.43,0.2,0
10681,1852.88,51.84,2.04,2.43,0.2,0
10682,1853.03,48.32,1.96,2.43,0.2,0
10683,1853.18,45.3,1.93,2.44,0.19,0
10684,1853.34,45.46,1.92,2.44,0.2,0
10685,1853.49,46.89,1.97,2.45,0.2,0
10686,1853.64,50.51,1.98,2.45,0.21,0
10687,1853.79,51.48,1.9,2.44,0.21,2
10688,1853.95,52.39,1.85,2.44,0.21,2
10689,1854.1,52.67,1.84,2.44,0.21,2
10690,1854.25,54.21,1.78,2.44,0.22,2
10691,1854.4,55.91,1.85,2.42,0.23,2
10692,1854.56,56.88,1.76,2.41,0.23,2
10693,1854.71,57.22,1.75,2.42,0.24,2
10694,1854.86,58.12,1.78,2.44,0.23,2
10695,1855.01,58.68,1.82,2.45,0.22,2
10696,1855.17,58.0,1.94,2.44,0.2,2
10697,1855.32,56.25,1.86,2.44,0.2,2
10698,1855.47,54.72,1.77,2.43,0.21,2
10699,1855.62,55.35,1.65,2.43,0.22,2
10700,1855.77,56.76,1.62,2.43,0.23,2
10701,1855.93,57.73,1.73,2.43,0.24,2
10702,1856.08,57.49,1.73,2.43,0.23,2
10703,1856.23,57.32,1.67,2.43,0.24,2
10704,1856.38,57.2,1.68,2.44,0.24,2
10705,1856.54,60.16,1.58,2.47,0.25,2
10706,1856.69,62.89,1.53,2.48,0.24,2
10707,1856.84,67.36,1.42,2.47,0.24,2
10708,1856.99,67.88,1.42,2.46,0.24,2
10709,1857.15,67.99,1.37,2.46,0.25,2
10710,1857.3,67.14,1.37,2.46,0.25,2
10711,1857.45,67.54,1.44,2.47,0.25,2
10712,1857.6,66.96,1.39,2.47,0.24,2
10713,1857.76,67.25,1.47,2.45,0.24,2
10714,1857.91,70.26,1.38,2.44,0.25,2
10715,1858.06,72.49,1.37,2.42,0.25,2
10716,1858.21,71.86,1.4,2.42,0.25,2
10717,1858.37,69.59,1.31,2.43,0.24,2
10718,1858.52,69.7,1.28,2.45,0.24,2
10719,1858.67,70.72,1.34,2.46,0.25,2
10720,1858.82,72.98,1.26,2.45,0.26,2
10721,1858.98,73.9,1.25,2.45,0.26,2
10722,1859.13,74.46,1.3,2.46,0.26,2
10723,1859.28,74.0,1.31,2.45,0.25,2
10724,1859.43,76.1,1.26,2.45,0.26,2
10725,1859.58,78.16,1.27,2.43,0.27,1
10726,1859.74,76.18,1.29,2.44,0.27,1
10727,1859.89,73.73,1.28,2.44,0.26,2
10728,1860.04,74.63,1.26,2.45,0.25,2
10729,1860.19,75.65,1.26,2.45,0.26,2
10730,1860.35,75.55,1.22,2.45,0.27,1
10731,1860.5,74.19,1.2,2.45,0.27,1
10732,1860.65,74.97,1.23,2.46,0.28,1
10733,1860.8,75.37,1.27,2.46,0.29,1
10734,1860.96,75.88,1.25,2.47,0.29,1
10735,1861.11,77.07,1.25,2.47,0.28,1
10736,1861.26,78.09,1.27,2.47,0.26,2
10737,1861.41,78.04,1.28,2.48,0.26,2
10738,1861.57,77.7,1.27,2.49,0.26,2
10739,1861.72,78.62,1.29,2.5,0.26,2
10740,1861.87,77.53,1.29,2.47,0.25,2
10741,1862.02,75.6,1.3,2.46,0.24,2
10742,1862.18,73.37,1.35,2.45,0.25,2
10743,1862.33,73.2,1.37,2.46,0.26,2
10744,1862.48,73.99,1.38,2.46,0.26,2
10745,1862.63,74.4,1.37,2.46,0.27,2
10746,1862.79,75.37,1.35,2.46,0.27,2
10747,1862.94,75.72,1.45,2.46,0.25,2
10748,1863.09,74.82,1.51,2.47,0.23,2
10749,1863.24,73.29,1.56,2.47,0.22,2
10750,1863.39,70.33,1.58,2.48,0.22,2
10751,1863.55,66.63,1.71,2.49,0.22,2
10752,1863.7,63.18,1.65,2.49,0.23,2
10753,1863.85,65.17,1.58,2.5,0.23,2
10754,1864.0,67.84,1.59,2.49,0.24,2
10755,1864.16,68.51,1.7,2.48,0.22,2
10756,1864.31,66.46,1.67,2.47,0.22,2
10757,1864.46,62.6,1.7,2.46,0.22,2
10758,1864.61,62.5,1.74,2.45,0.23,2
10759,1864.77,62.79,1.53,2.44,0.24,2
10760,1864.92,66.53,1.48,2.44,0.25,2
10761,1865.07,69.94,1.42,2.45,0.25,2
10762,1865.22,72.71,1.47,2.45,0.24,2
10763,1865.38,73.95,1.47,2.46,0.24,2
10764,1865.53,73.88,1.52,2.46,0.25,2
10765,1865.68,71.16,1.58,2.46,0.25,2
10766,1865.83,68.22,1.54,2.46,0.24,2
10767,1865.99,65.1,1.6,2.45,0.24,2
10768,1866.14,65.1,1.61,2.44,0.22,2
10769,1866.29,66.07,1.58,2.45,0.22,2
10770,1866.44,65.22,1.66,2.45,0.22,2
10771,1866.6,61.82,1.61,2.45,0.22,2
10772,1866.75,58.46,1.65,2.45,0.22,2
10773,1866.9,57.1,1.65,2.45,0.22,2
10774,1867.05,56.37,1.72,2.45,0.22,2
10775,1867.2,55.47,1.74,2.46,0.22,2
10776,1867.36,54.16,1.81,2.47,0.22,2
10777,1867.51,54.38,1.8,2.47,0.22,2
10778,1867.66,53.8,1.8,2.46,0.22,2
10779,1867.81,52.5,1.73,2.48,0.22,2
10780,1867.97,53.92,1.69,2.48,0.22,2
10781,1868.12,56.25,1.68,2.47,0.23,2
10782,1868.27,58.68,1.7,2.45,0.22,2
10783,1868.42,56.81,1.75,2.45,0.22,2
10784,1868.58,57.32,1.62,2.45,0.21,2
10785,1868.73,59.94,1.59,2.45,0.22,2
10786,1868.88,62.45,1.63,2.44,0.23,2
10787,1869.03,60.74,1.63,2.46,0.24,2
10788,1869.19,58.41,1.63,2.46,0.25,2
10789,1869.34,60.68,1.54,2.47,0.25,2
10790,1869.49,64.08,1.52,2.47,0.25,2
10791,1869.64,64.2,1.59,2.46,0.24,2
10792,1869.8,60.45,1.62,2.47,0.24,2
10793,1869.95,58.0,1.68,2.45,0.24,2
10794,1870.1,57.2,1.8,2.44,0.25,2
